"species" "forest" "LDMC" "SLA" "SDMC" "RDMC" "SRA" "Rdi" "leaf_d13C" "leaf_CN" "leaf_N" "root_N" "root_CN" "HubVal"
"25" "g.flo" "Mixed forest" 0.257420702222679 23.5176397826465 0.370747385518304 0.505311815383611 16.1718919088496 0.3646 -31.6479423136618 12.8536382255681 3.42175 0.926715444519991 50.0536577730936 0.00023382286008341
"26" "g.flo" "Q. pyrenaica-F. sylvatica" 0.259873143725445 23.5241393174475 0.439232707174895 0.4587855023842 23.2697015585349 0.3382 -30.6375608288443 11.9799755885902 3.7788 0.946705978732738 47.6939554412488 0.00023382286008341
"27" "g.flo" "Quercus petraea" 0.282175811897933 18.0458821743986 0.450123310124937 0.484851217601765 24.6989123619271 0.3032 -29.868128726359 12.6865819958446 3.7244 1.46398673170321 29.3519448784844 0.00023382286008341
"28" "g.flo" "Quercus pyrenaica" 0.328305522048439 13.4638753327729 0.491474598972324 0.524741046322033 17.3645033299007 0.3618 -30.1822847440294 14.6702758744109 3.2242 1.23928435597994 40.1836526470271 0.00023382286008341
"29" "g.flo" "Shrubland" 0.316643778911042 16.8675288290056 0.565809652110792 0.633127838861122 25.0575547841567 0.2846 -29.117066818 10.7845193388465 4.17986 1.36286564731245 37.196373113521 0.00023382286008341
"30" "h.hel" "Fagus sylvatica" 0.279781894033725 22.2219611061731 0.311863065395628 0.496128273518528 27.4825561088186 0.3406 -33.4002873589991 23.3017362587675 1.906 0.923132596931814 41.4239414034478 0.000173315012238606
"31" "h.hel" "Mixed forest" 0.277128893083264 18.0535198650626 0.392926096615351 0.464144080044946 23.0814908483061 0.3478 -32.0966598633733 23.2972010647729 1.9782 0.900348822754156 45.0605740851848 0.000173315012238606
"32" "h.hel" "Q. pyrenaica-F. sylvatica" 0.308008074225519 18.1518374516563 0.335652252335232 0.427735362652304 26.8919015502971 0.3458 -32.1401325062496 22.6343210109993 1.9896 0.953680788286072 46.414396463014 0.000173315012238606
"33" "h.hel" "Quercus petraea" 0.267338379853504 19.5492713445821 0.335826543658381 0.518761125117132 23.7172770151936 0.36875 -32.3824290963931 23.5054214318976 1.916 1.18414147963332 33.864196711036 0.000173315012238606
"34" "h.hel" "Quercus pyrenaica" 0.267377017331184 21.311750113353 0.311959629451938 0.412054883633307 18.6552342567577 0.436 -32.6450308662762 23.2665598419376 1.936 0.741112243566431 58.3502564987365 0.000173315012238606
"35" "i.aqu" "Fagus sylvatica" 0.324955230799603 9.53006004898058 0.410492150390506 0.685593221122254 20.3867586006206 0.314 -30.2110529505324 26.8350004485771 1.9598 1.08635688325843 39.8150371179222 0.000168207782836746
"36" "i.aqu" "Mixed forest" 0.29860441848544 9.44886400221541 0.490830411623974 0.57085950633766 15.7855742131494 0.3312 -30.2308169824681 29.5284274242322 1.6424 1.1351572834328 39.9817665444692 0.000168207782836746
"37" "i.aqu" "Q. pyrenaica-F. sylvatica" 0.367312119659053 8.1698078281385 0.422155537495734 0.59779704811157 21.6775484110671 0.2986 -29.9585637699867 32.3751218153975 1.233 0.96092804466439 45.7738317707511 0.000168207782836746
"38" "i.aqu" "Quercus petraea" 0.286754005427308 10.7168563683516 0.431099853115566 0.553890705672413 15.544394643723 0.34 -30.2636815942271 28.9450817502137 1.742 1.14079754094973 40.0616836331984 0.000168207782836746
"39" "i.aqu" "Quercus pyrenaica" 0.32550746360169 8.15260983293436 0.372645177859087 0.505369550659965 15.1389618301137 0.4108 -29.1197323806945 33.7353350161212 1.4476 1.14079754094973 40.0616836331984 0.000168207782836746
"40" "i.aqu" "Shrubland" 0.395352670120771 9.84145812057687 0.505633298257218 0.5523064400128 21.9697938458933 0.3478 -29.62463741 26.1468683833319 1.8819002 1.38074795244329 34.6760990996511 0.000168207782836746
"41" "j.com" "Mixed forest" 0.418929382402841 6.97971588200574 0.433782592716041 0.559061874877114 16.3723785282336 0.394 -29.0239894605956 38.6192810457516 1.0828 0.886903077749806 42.8419702208502 0.000148787127082371
"42" "j.com" "Q. pyrenaica-F. sylvatica" 0.403661987791367 6.89534067136215 0.457879623956253 0.563318028525524 19.9306113580868 0.3794 -29.7226093275537 30.3770063470466 1.2906 0.906004717017384 41.5116147925269 0.000148787127082371
"43" "j.com" "Quercus petraea" 0.370209813034944 8.71577890115539 0.42367099901864 0.550563911799322 17.2722119934734 0.4104 -27.8428433469822 24.5440214756036 1.8002 1.08263952239319 42.5881292481091 0.000148787127082371
"44" "j.com" "Quercus pyrenaica" 0.456723709276811 7.00288225546987 0.46829927628351 0.53873128995171 18.7171203596943 0.371 -27.0351711116529 36.6038390501542 1.3472 0.987858039451941 42.0445924453149 0.000148787127082371
"45" "j.com" "Shrubland" 0.405916315122785 6.54211801208811 0.512428758653521 0.573046226906043 25.7216685744978 0.383 -28.038350328 28.9368251893354 1.3447384 1.07588484064739 41.2366555197733 0.000148787127082371
"46" "l.sto" "Quercus petraea" 0.243325593668352 19.0389396560986 0.380928394967275 0.555919197084328 23.5743685860538 0.28 -30.819158906341 25.0829105224609 1.9268 0.958890279875292 46.8562541100545 0.000425054848385572
"47" "l.sto" "Shrubland" 0.305051284963444 14.3041702192028 0.559412548486403 0.793345008756567 29.5186689829163 0.2172 -30.034538142 32.6184149575536 1.5286472 1.12291115725572 63.9853189322562 0.000425054848385572
"48" "p.avi" "Mixed forest" 0.256495805014439 28.18500493662 0.473552344813644 0.540973093784752 13.9207959666065 0.3738 -31.4977314766084 20.3612295663337 2.197 1.00332706512624 40.9341609002282 0.000479847400283287
"49" "p.avi" "Q. pyrenaica-F. sylvatica" 0.310938789465784 22.3389312140666 0.448449653636138 0.593122721913677 18.798487882132 0.2984 -30.0588965066821 19.624920028621 2.1882 0.786206983039135 56.4805849785391 0.000479847400283287
"50" "p.avi" "Quercus petraea" 0.292925511647404 20.7294539062738 0.438919368475989 0.564964841764885 23.782774704043 0.3372 -31.0223748110743 21.5282402290623 2.0634 1.22121067009347 33.0822634131242 0.000479847400283287
"51" "p.avi" "Quercus pyrenaica" 0.300163140109168 26.3141206418512 0.469710184211172 0.496978849781977 13.8140501128018 0.41075 -31.0694068854898 21.2109698563595 2.0446 0.999432725690245 43.552771025795 0.000479847400283287
"52" "p.avi" "Shrubland" 0.332948906566459 16.6511659654613 0.51333390744908 0.617655499292371 19.254579277895 0.3126 -29.099119232 18.1941006274055 2.5838706 0.986986184502133 43.7140748112886 0.000479847400283287
"53" "q.pet" "Fagus sylvatica" 0.359660246231356 22.095733953182 0.4571896800036 0.678938803942951 19.1483509371948 0.304 -31.0264042363662 18.1087027167319 2.4748 0.923132596931814 49.0774950596001 0.000299596441565862
"54" "q.pet" "Mixed forest" 0.368294973263367 18.5509550518026 0.466356199718022 0.551060464965816 15.1127384445662 0.3688 -29.3063537170053 19.2186588896904 2.4342 0.988429468271592 43.604340571605 0.000299596441565862
"55" "q.pet" "Quercus petraea" 0.407769811422271 16.9227066962071 0.484943084346555 0.555136690636549 14.7265043618672 0.3736 -29.9887138604666 19.5907144552211 2.4016 1.06034789491091 36.2891248881258 0.000299596441565862
"56" "q.pet" "Shrubland" 0.444065759204906 12.3358543703545 0.544703141200966 0.609161382779675 23.0840820546874 0.2538 -28.186639442 17.4188239243267 2.8734242 0.761340903127173 59.721106396112 0.000299596441565862
"57" "q.pyr" "Fagus sylvatica" 0.385379695582173 16.222566709517 0.463370581222316 0.635290959050176 19.5186972203657 0.3052 -28.5574007832611 19.7663245295732 2.308 0.9742 52.4052487654718 0.00083562312531222
"58" "q.pyr" "Mixed forest" 0.399333979933178 12.8681911252424 0.458436023633338 0.599218079029549 18.3623440819716 0.3412 -29.2871419283575 21.2130723090386 2.1624 1.0156 48.6162208771291 0.000438357541293109
"59" "q.pyr" "Q. pyrenaica-F. sylvatica" 0.373954773062365 16.5922754097586 0.473290023095361 0.624668421966668 17.2765926903969 0.3086 -29.4123184856938 19.1513827166657 2.4118 0.9802 53.3860219938589 0.000545900381009492
"60" "q.pyr" "Quercus petraea" 0.363805899096342 18.3477477413607 0.452950239566946 0.628473451702424 18.1614496650465 0.3212 -29.7163384032071 17.5848204914435 2.6058 1.004 50.8769424345576 0.000110648497962982
"61" "q.pyr" "Quercus pyrenaica" 0.424196565159952 13.4430810742779 0.454762222091866 0.613054367544646 18.2275700056672 0.2944 -28.811027960597 19.3193031068334 2.3738 1.029 48.1417012755518 0.00013439056160238
"62" "rosa" "Fagus sylvatica" 0.367878941640662 21.8496845982305 0.411350174582559 0.662140721847706 19.9493797562823 0.2958 -29.5464357691991 21.1004435639788 2.0342 0.860764474521877 40.4912009095508 0.000256335447439012
"63" "rosa" "Mixed forest" 0.355686922814191 20.9534398313494 0.417614650895644 0.54222605013335 15.7657412925737 0.3296 -29.5439098805527 22.14611286354 1.9352 0.932795049510829 48.4902596682712 0.000256335447439012
"64" "rosa" "Q. pyrenaica-F. sylvatica" 0.363297780248266 22.0108100630235 0.417275205128228 0.662553606436303 20.5228856496405 0.2734 -28.7381586956868 22.1098854276653 1.9508 0.973097191199047 44.6512274190363 0.000256335447439012
"65" "rosa" "Quercus petraea" 0.350513706808179 24.6230815822596 0.40152795592306 0.547030823038353 18.0286754575555 0.3282 -29.6696457346323 23.4940174981576 1.7962 1.03569718908494 36.6929969447411 0.000256335447439012
"66" "rosa" "Quercus pyrenaica" 0.344609457229047 22.4223146444401 0.435546469495515 0.528261417957183 12.4478507775848 0.3475 -29.4476742826637 20.5907439908631 2.0658 0.849585159368539 46.8934744924351 0.000256335447439012
"67" "rosa" "Shrubland" 0.386828484105821 17.3540903213101 0.502635549030437 0.68324373309905 21.8039660353351 0.2784 -27.730146006 17.0297733496106 2.6882566 1.10211584794533 47.0622370909789 0.000256335447439012
"68" "rubus" "Fagus sylvatica" 0.314330920223515 23.1014967196202 0.33373663454861 0.647540249536738 22.5643570175068 0.2692 -30.3724746698476 16.0576526086487 2.8964 0.995017242002646 34.4196534593457 0.000508962172199339
"69" "rubus" "Mixed forest" 0.301253911766687 31.6433521892537 0.352080696832345 0.538278476354886 18.0740915089635 0.260333333333333 -33.4940268319083 22.5215947393107 1.9428 1.12542551567217 38.777464801937 0.000508962172199339
"70" "rubus" "Q. pyrenaica-F. sylvatica" 0.352313018618915 20.7334925872202 0.352756988954299 0.54705406060997 21.4539871352157 0.2852 -30.4780747549542 19.0015785288244 2.3324 0.743511788096952 52.1807795373942 0.000508962172199339
"71" "rubus" "Quercus petraea" 0.331295138953709 21.8777028460293 0.278333014349289 0.526447054389296 22.8153225924431 0.279 -30.1873330467986 17.2538617551581 2.6346 0.841496794129453 42.6681902974289 0.000508962172199339
"72" "rubus" "Quercus pyrenaica" 0.358293800916074 23.4950653188097 0.39670557509274 0.450909572099614 13.7388387978946 0.35 -30.9773370910073 20.1287853797093 2.1388 0.990340281204594 43.0689835467156 0.000508962172199339
"73" "rubus" "Shrubland" 0.355791289619649 21.0349678454211 0.434612817932714 0.648961974080987 20.2465446646335 0.274 -30.1873330467986 17.2538617551581 2.6346 1.25592637126711 36.3027199304228 0.000508962172199339
"74" "s.ari" "Mixed forest" 0.326923831748468 24.6495600198595 0.481242814769086 0.592884655138775 16.1050728735975 0.3188 -30.676096620916 22.0536275742511 2.0076 0.870521690787585 47.2334745152752 0.000251331494710574
"75" "s.ari" "Shrubland" 0.402746049998746 17.5055367692441 0.532041292831304 0.737450907893369 19.1750817587186 0.2556 -29.200311834 21.0257442633372 2.189309 0.834016444892767 50.8383261021328 0.000251331494710574
"76" "s.auc" "Mixed forest" 0.353498244598516 15.3495593257086 0.486362325278211 0.560543594340773 15.8247273634411 0.3296 -30.2203042970668 21.109822817788 2.2194 0.842703064379055 52.4962142634549 0.000694112313222117
"77" "s.auc" "Quercus petraea" 0.341508557500426 20.6091467730302 0.489446662560154 0.55535390199637 10.9957983193277 0.39 -30.7223068643611 24.8378051147017 1.9058 0.885743068695724 52.4109423837201 0.000694112313222117
"78" "s.auc" "Shrubland" 0.405523818606146 15.0403764688672 0.488262907733537 0.637847656812502 21.911758523393 0.2722 -29.285396258 17.0917316722582 2.8871047662 0.928783073012392 52.3256705039852 0.000694112313222117
