"forest" "plot" "trait" "CWM" "CWV" "CWS" "CWK"
"129" "Q. pyrenaica-F. sylvativa" 9 "Thickness" 0.241978919288373 0.948415106866026 0.915584133563037 0.0500656029267996
"130" "Q. pyrenaica-F. sylvativa" 10 "Thickness" 0.345336933683929 0.876750306778142 0.561443403276548 -0.663861277253935
"131" "Quercus pyrenaica" 12 "Thickness" 0.272790559500629 0.480819295204205 -0.545373211322748 -0.281723597593773
"132" "Q. pyrenaica-F. sylvativa" 14 "Thickness" 0.0706466241123512 0.809633388230012 0.999057042244514 0.254940850484466
"133" "Q. pyrenaica-F. sylvativa" 15 "Thickness" 0.223595671272268 0.855319754646896 0.725867721083267 -0.408151922751324
"134" "Q. pyrenaica-F. sylvativa" 16 "Thickness" 0.260717127532033 0.847099582405204 0.497836953543408 -0.573707535439602
"135" "Q. pyrenaica-F. sylvativa" 17 "Thickness" 0.40894202045738 1.00764870366085 0.419409778283187 -0.522111620152781
"136" "Quercus pyrenaica" 20 "Thickness" 0.192503941487896 0.482969062652028 -0.245661002977151 -0.730905486483047
"137" "Q. pyrenaica-F. sylvativa" 21 "Thickness" -0.040054092393394 0.759481817202665 1.35548756522745 1.46675023448491
"138" "Q. pyrenaica-F. sylvativa" 22 "Thickness" 0.467921754276481 1.28760201259793 0.743549223494509 -0.484957959351092
"139" "Q. pyrenaica-F. sylvativa" 23 "Thickness" 0.355572082707489 0.733662241960181 0.895430699534108 -0.219985325718477
"140" "Q. pyrenaica-F. sylvativa" 33 "Thickness" 0.269236519157173 0.961501528294599 1.01248775706257 0.312308849639173
"141" "Fagus sylvatica" 41 "Thickness" -0.103949540972341 0.780610863362031 1.66245791713869 3.45537944936514
"142" "Fagus sylvatica" 42 "Thickness" -0.482657747250993 0.403135174314931 2.34126489417 8.53683847793325
"143" "Mixed forest" 48 "Thickness" 0.194321262666999 0.588348015816673 1.50564016912006 4.74881502868893
"144" "Mixed forest" 49 "Thickness" 0.180119230190052 0.831691500138017 1.38535106557988 2.83410669145528
